Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
15343,1.01,Very Good,F,VS2,61.3,61.0,6159,6.34,6.38,3.9
5485,0.9,Very Good,G,SI1,61.3,60.0,3841,6.14,6.17,3.77
33067,0.32,Ideal,H,IF,61.2,57.0,814,4.41,4.44,2.71
27226,2.14,Very Good,F,SI2,58.2,61.0,17582,8.45,8.5,4.93
37280,0.3,Very Good,G,VS2,62.1,57.0,484,4.27,4.29,2.66
20962,1.2,Ideal,F,VS2,62.7,57.0,9176,6.71,6.76,4.22
39289,0.3,Ideal,H,VS2,61.4,55.0,491,4.34,4.36,2.67
17713,0.41,Ideal,J,VS2,62.2,54.0,613,4.76,4.79,2.97
43320,0.51,Premium,E,SI1,62.9,57.0,1402,5.11,5.06,3.2
26653,2.28,Ideal,J,VS2,62.7,57.0,16450,8.43,8.36,5.26
38712,0.54,Premium,J,VS2,62.6,58.0,1042,5.16,5.22,3.25
9211,1.02,Premium,G,SI2,62.5,58.0,4552,6.43,6.4,4.01
46890,0.47,Ideal,G,IF,62.1,54.0,1814,4.99,5.02,3.11
49240,0.58,Good,F,VS1,62.2,62.0,2084,5.37,5.44,3.36
39298,0.3,Ideal,H,VS2,62.3,56.0,491,4.27,4.3,2.67
49016,0.5,Premium,F,VVS2,61.9,58.0,2052,5.07,5.1,3.15
14331,1.0,Ideal,D,SI1,61.9,57.0,5804,6.39,6.41,3.96
17767,1.22,Premium,F,VS2,63.0,60.0,7154,6.85,6.74,4.28
31173,0.41,Good,I,VS1,63.7,57.0,755,4.67,4.72,2.99
37325,0.4,Very Good,E,VS1,60.3,58.0,980,4.8,4.82,2.9
1929,0.72,Very Good,F,VS1,63.2,57.0,3083,5.69,5.73,3.61
26323,2.03,Very Good,I,VS2,61.4,59.0,15826,8.06,8.12,4.97
2473,0.76,Ideal,E,VS2,61.5,56.0,3192,5.92,5.89,3.63
15329,1.09,Premium,G,VS2,60.6,62.0,6153,6.68,6.58,4.02
20406,1.51,Premium,J,VVS2,62.5,59.0,8770,7.29,7.34,4.57
34238,0.4,Premium,D,SI2,60.4,59.0,855,4.83,4.8,2.91
36103,0.4,Ideal,G,SI2,62.1,55.0,926,4.73,4.74,2.94
204,0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
23131,1.5,Premium,F,SI1,62.8,56.0,11154,7.36,7.3,4.6
13284,1.3,Fair,J,SI1,66.0,57.1,5488,6.73,6.82,4.45
13509,1.01,Good,D,SI1,63.8,58.0,5543,6.38,6.34,4.06
27669,2.02,Premium,F,SI2,62.1,56.0,18678,8.07,7.99,4.99
11729,0.34,Ideal,G,VS2,61.9,55.0,596,4.49,4.53,2.79
42162,0.51,Ideal,G,SI1,63.2,58.0,1284,5.05,5.08,3.2
25140,2.22,Premium,J,SI2,61.8,58.0,13703,8.42,8.31,5.17
10233,1.01,Premium,H,VS2,62.6,60.0,4745,6.39,6.36,3.99
51950,0.71,Very Good,E,SI1,63.1,59.0,2441,5.75,5.62,3.59
35017,0.4,Premium,E,SI1,61.7,60.0,882,4.72,4.68,2.9
4720,0.24,Ideal,F,VS1,61.8,54.0,572,3.99,4.03,2.48
28272,0.32,Good,D,I1,64.0,54.0,361,4.33,4.36,2.78
19580,1.51,Good,I,VS1,65.8,57.0,8210,7.09,7.17,4.69
51117,0.76,Ideal,H,SI1,61.7,56.0,2338,5.87,5.84,3.61
51315,0.31,Ideal,H,VS1,61.7,57.0,544,4.34,4.38,2.69
7032,1.03,Premium,G,SI2,59.3,58.0,4160,6.58,6.63,3.92
18264,1.51,Very Good,J,VS2,60.2,59.0,7418,7.35,7.36,4.43
23227,1.5,Premium,E,SI1,61.5,58.0,11233,7.28,7.36,4.5
48390,0.5,Very Good,G,VVS1,62.3,59.0,1966,5.01,5.04,3.13
33830,0.32,Ideal,E,VVS2,61.4,54.0,843,4.44,4.45,2.73
12034,0.34,Premium,G,VS2,61.8,58.0,596,4.47,4.5,2.77
32326,0.3,Good,G,VVS1,63.2,58.0,789,4.23,4.25,2.68
1256,0.92,Ideal,H,SI2,58.5,57.0,2947,6.37,6.34,3.72
41489,0.52,Ideal,E,SI2,60.9,56.0,1232,5.2,5.23,3.17
11550,1.07,Premium,H,SI1,60.0,60.0,5031,6.61,6.65,3.98
19746,1.14,Very Good,E,VS1,63.1,59.0,8315,6.63,6.61,4.18
28169,0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.46,2.74
38357,0.33,Ideal,D,VVS2,60.9,57.0,1021,4.48,4.46,2.72
38263,0.26,Premium,G,VS1,61.3,60.0,382,4.07,4.12,2.51
32724,0.31,Premium,F,VS2,61.8,59.0,802,4.33,4.31,2.67
41135,0.56,Good,H,SI1,63.2,57.0,1197,5.23,5.27,3.32
36238,0.62,Premium,G,I1,58.9,60.0,933,5.65,5.54,3.29
48754,0.76,Good,I,SI1,64.1,59.0,2016,5.75,5.73,3.68
14011,1.01,Premium,G,VS2,61.2,57.0,5701,6.46,6.41,3.94
41397,0.42,Ideal,D,VVS2,61.7,53.0,1223,4.85,4.87,3.0
9374,0.32,Ideal,D,SI1,61.9,57.0,589,4.36,4.4,2.71
27208,2.02,Very Good,F,SI1,62.7,59.0,17530,7.97,8.03,5.02
24913,2.19,Premium,J,SI2,61.8,60.0,13355,8.35,8.25,5.13
49333,0.7,Very Good,H,SI2,63.4,55.0,2094,5.59,5.64,3.56
24230,1.62,Good,H,VS2,61.5,60.8,12429,7.48,7.53,4.62
31437,0.3,Ideal,H,IF,62.0,55.0,764,4.33,4.35,2.69
21649,1.0,Very Good,D,VVS2,63.0,59.0,9740,6.35,6.38,4.01
18327,1.01,Very Good,F,VS1,62.9,58.0,7455,6.29,6.31,3.96
4113,0.9,Good,H,VS2,64.0,57.0,3538,6.14,6.11,3.92
41512,0.44,Premium,G,VVS1,60.9,59.0,1235,4.9,4.96,3.0
36459,0.31,Ideal,D,VS2,62.2,55.0,942,4.34,4.31,2.69
12676,1.01,Premium,D,SI1,58.3,58.0,5305,6.65,6.59,3.86
52491,0.75,Ideal,H,SI1,62.9,57.0,2523,5.75,5.8,3.63
26652,2.05,Ideal,G,SI2,59.8,59.0,16446,8.22,8.31,4.94
13964,1.01,Very Good,E,SI1,63.4,58.0,5684,6.32,6.37,4.02
190,0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59
8165,1.08,Very Good,G,SI2,60.3,58.0,4362,6.65,6.72,4.03
186,0.71,Ideal,G,SI1,60.5,56.0,2776,5.8,5.76,3.5
23402,1.31,Premium,G,VVS2,62.7,59.0,11389,6.96,6.92,4.35
8804,1.05,Premium,F,SI2,62.6,59.0,4475,6.43,6.47,4.04
45278,0.54,Ideal,D,SI1,60.8,57.0,1662,5.25,5.31,3.21
50394,0.7,Good,H,VS2,61.4,56.0,2253,5.73,5.8,3.54
46969,0.32,Ideal,I,VS1,61.7,55.6,529,4.41,4.43,2.73
33013,0.3,Very Good,F,VVS1,61.1,57.0,814,4.31,4.33,2.64
10466,0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
34395,0.34,Ideal,G,VVS1,62.1,53.0,863,4.49,4.53,2.8
19456,1.01,Very Good,D,VS1,63.1,59.0,8101,6.37,6.34,4.01
25779,2.58,Very Good,D,SI2,58.9,63.0,14749,9.08,9.01,5.33
6311,0.56,Very Good,D,IF,62.5,59.0,4025,5.26,5.3,3.3
6640,0.85,Ideal,E,SI1,63.0,56.0,4089,6.0,6.04,3.79
45447,0.67,Ideal,F,SI2,62.0,58.0,1673,5.6,5.63,3.48
32275,0.3,Premium,G,VVS1,60.5,59.0,789,4.33,4.36,2.63
4399,0.31,Ideal,D,SI1,62.1,56.0,571,4.33,4.37,2.7
31733,0.31,Ideal,G,VVS1,61.4,56.0,772,4.34,4.37,2.68
34650,0.31,Ideal,E,VS2,62.0,55.0,872,4.37,4.34,2.7
31262,0.32,Very Good,I,VS2,61.1,57.0,449,4.39,4.42,2.69
26400,2.39,Premium,H,SI1,61.8,58.0,15917,8.57,8.52,5.28
38005,0.43,Premium,G,VS1,61.8,59.0,1008,4.88,4.83,3.0
45877,0.51,Very Good,E,VS1,61.0,59.0,1717,5.13,5.17,3.14
24770,1.58,Premium,G,VS2,62.6,59.0,13132,7.47,7.44,4.67
31485,0.34,Premium,G,VS2,61.1,60.0,765,4.53,4.51,2.76
43780,0.4,Ideal,D,VVS1,60.3,57.0,1441,4.81,4.78,2.89
51623,0.93,Premium,F,I1,61.3,59.0,2396,6.27,6.22,3.83
42862,0.51,Very Good,E,SI1,60.9,57.0,1357,5.17,5.2,3.16
17856,1.16,Premium,G,VS2,59.9,60.0,7203,6.88,6.85,4.11
30336,0.34,Ideal,F,SI1,62.8,56.0,727,4.46,4.42,2.79
37351,0.4,Very Good,D,VS2,59.1,57.0,982,4.81,4.87,2.86
1011,0.7,Very Good,F,SI1,61.9,58.0,2900,5.71,5.72,3.54
14014,1.01,Good,G,VS2,63.6,60.0,5701,6.35,6.3,4.02
7639,1.06,Ideal,H,SI2,60.6,59.0,4267,6.63,6.6,4.01
1850,0.7,Ideal,F,VS2,61.4,56.0,3064,5.72,5.75,3.52
23989,1.13,Ideal,D,VVS2,61.7,57.0,12150,6.65,6.68,4.11
26366,0.32,Premium,F,VS2,61.4,60.0,645,4.38,4.42,2.7
46962,0.37,Fair,F,SI1,65.3,56.0,527,4.53,4.47,2.94
329,0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6
16048,0.3,Premium,H,VS2,62.2,59.0,608,4.31,4.28,2.67
18076,1.01,Good,D,VS1,62.2,62.0,7303,6.29,6.41,3.95
8584,1.15,Good,F,SI2,63.8,57.0,4437,6.65,6.6,4.23
51129,0.72,Ideal,I,VVS2,62.4,53.0,2340,5.75,5.78,3.6
42986,0.55,Ideal,I,SI1,61.3,56.0,1367,5.29,5.34,3.26
20213,1.16,Ideal,G,VVS2,62.0,56.0,8646,6.71,6.75,4.17
40211,0.31,Premium,F,IF,61.6,58.0,1122,4.37,4.33,2.68
7592,1.01,Fair,H,SI1,65.3,57.0,4256,6.33,6.23,4.1
10724,0.31,Premium,D,SI2,62.1,59.0,593,4.35,4.31,2.69
51059,0.71,Premium,F,SI2,60.2,60.0,2331,5.8,5.77,3.48
51990,0.25,Very Good,E,VVS2,63.2,59.0,548,3.98,4.0,2.52
48280,0.53,Ideal,D,VS2,61.5,56.0,1956,5.23,5.17,3.2
86,0.24,Premium,G,VVS1,62.3,59.0,554,3.95,3.92,2.45
4247,0.82,Premium,E,VS2,62.6,60.0,3577,5.97,5.91,3.72
22924,1.35,Premium,F,VS2,61.9,58.0,10962,7.06,7.02,4.36
8250,1.24,Premium,I,SI2,62.8,58.0,4375,6.88,6.79,4.28
49816,0.61,Ideal,G,VS1,61.6,55.0,2166,5.45,5.49,3.37
38451,0.31,Ideal,E,VVS1,62.4,56.0,1028,4.37,4.35,2.72
29806,0.3,Ideal,D,SI1,61.9,56.0,709,4.31,4.28,2.66
14770,1.22,Premium,H,VS2,61.4,62.0,5944,6.92,6.76,4.22
20912,1.52,Ideal,I,SI1,61.9,56.0,9124,7.37,7.42,4.58
24878,1.59,Ideal,D,SI1,61.3,56.0,13298,7.5,7.6,4.63
3911,0.54,Ideal,D,VVS1,61.2,57.0,3494,5.25,5.27,3.22
9467,0.9,Very Good,G,VVS1,62.3,58.0,4601,6.14,6.21,3.85
39267,0.38,Premium,G,VS1,60.6,58.0,1069,4.67,4.64,2.82
46939,0.52,Premium,E,VS2,60.7,58.0,1815,5.21,5.17,3.15
1795,0.7,Very Good,G,VVS2,60.2,61.0,3052,5.66,5.74,3.43
39733,0.53,Very Good,G,SI2,60.9,55.0,1092,5.26,5.29,3.21
14037,1.25,Ideal,H,SI2,61.2,57.0,5706,6.89,6.93,4.23
9153,1.0,Ideal,J,VS2,62.4,54.0,4539,6.4,6.46,4.01
18106,1.41,Ideal,H,SI2,62.7,56.0,7324,7.11,7.17,4.48
42724,0.68,Good,J,VS1,61.6,65.0,1341,5.63,5.57,3.45
19220,1.09,Ideal,G,VS2,62.2,55.0,7961,6.61,6.65,4.13
28067,0.31,Ideal,G,VVS2,62.7,57.0,660,4.32,4.35,2.72
49691,0.51,Ideal,D,VVS2,62.0,55.0,2145,5.13,5.16,3.19
28084,0.3,Premium,D,SI1,58.8,57.0,662,4.44,4.4,2.6
19774,1.52,Premium,F,SI2,62.3,59.0,8342,7.37,7.33,4.58
23520,1.53,Ideal,F,SI1,62.5,57.0,11525,7.38,7.31,4.59
795,0.79,Premium,F,SI1,62.3,54.0,2862,5.97,5.91,3.7
49053,0.73,Very Good,G,SI2,62.2,58.0,2057,5.71,5.77,3.57
44426,0.5,Premium,D,SI1,63.0,60.0,1588,5.06,5.03,3.18
35727,0.3,Ideal,D,VS2,62.2,55.0,911,4.33,4.29,2.68
52219,0.81,Premium,G,SI2,61.7,57.0,2482,5.99,5.94,3.68
26084,1.54,Premium,E,VS2,62.7,58.0,15316,7.37,7.33,4.61
18387,0.31,Fair,F,SI1,64.7,56.0,618,4.28,4.25,2.76
16286,0.92,Ideal,D,VS2,61.4,56.0,6513,6.26,6.28,3.85
30192,0.42,Very Good,E,SI1,61.5,61.0,722,4.82,4.87,2.98
24137,2.0,Premium,J,SI1,62.2,59.0,12308,7.97,7.92,4.94
46569,0.71,Good,E,SI2,57.5,58.0,1783,5.91,5.89,3.39
10935,0.9,Very Good,F,VS1,62.1,58.0,4898,6.15,6.19,3.83
53933,0.7,Very Good,E,VS2,60.5,59.0,2757,5.71,5.76,3.47
14264,1.01,Very Good,E,VS2,61.7,56.0,5777,6.41,6.45,3.97
31492,0.34,Premium,G,VS2,60.3,58.0,765,4.53,4.49,2.72
2103,0.9,Good,H,SI2,64.3,60.0,3115,6.0,6.1,3.89
7114,1.0,Premium,G,SI2,62.7,59.0,4170,6.36,6.3,3.97
39628,0.35,Ideal,E,SI2,61.4,56.0,491,4.51,4.55,2.78
43715,0.45,Good,G,IF,59.6,61.0,1437,5.0,5.04,2.99
23308,1.56,Premium,H,VS1,62.0,57.0,11345,7.48,7.43,4.62
31357,0.27,Ideal,F,IF,61.4,57.0,760,4.17,4.19,2.57
20507,1.75,Ideal,J,SI1,63.3,59.0,8840,7.63,7.57,4.81
12032,0.4,Good,I,SI1,63.9,57.0,596,4.66,4.7,2.99
24452,2.02,Ideal,J,SI1,59.8,60.0,12713,8.21,8.16,4.9
50828,0.73,Premium,F,SI2,61.6,58.0,2309,5.79,5.73,3.55
49534,0.78,Very Good,H,SI2,62.9,55.0,2125,5.83,5.87,3.68
25978,2.1,Premium,G,SI2,62.6,56.0,15175,8.2,8.16,5.12
52751,0.7,Ideal,E,SI2,62.2,56.0,2560,5.67,5.64,3.52
18766,1.7,Premium,H,SI2,62.1,56.0,7673,7.66,7.55,4.72
39066,0.4,Ideal,G,VVS1,62.2,54.0,1059,4.73,4.76,2.95
53067,0.7,Good,H,VVS2,63.8,57.0,2608,5.61,5.51,3.55
21692,0.34,Good,D,SI1,63.1,57.0,626,4.44,4.46,2.81
17651,1.08,Ideal,F,VS2,61.9,55.0,7110,6.58,6.64,4.09
21858,1.0,Premium,D,VVS2,59.9,61.0,9918,6.5,6.42,3.87
11548,1.0,Very Good,F,SI1,63.8,56.0,5030,6.25,6.29,4.0
48190,0.72,Good,H,SI2,65.8,59.0,1945,5.51,5.58,3.65
40670,0.44,Premium,G,VVS2,61.3,60.0,1155,4.94,4.88,3.01
47130,0.54,Ideal,G,VVS2,61.8,55.0,1829,5.22,5.3,3.24
36720,0.41,Very Good,E,VS1,62.2,58.0,954,4.74,4.78,2.96
31420,0.4,Ideal,H,VS2,61.8,54.5,764,4.74,4.77,2.94
19919,1.4,Premium,I,VVS2,62.0,58.0,8467,7.22,7.16,4.46
22302,1.0,Very Good,F,IF,60.1,57.0,10346,6.45,6.52,3.9
46717,0.61,Good,E,SI1,61.3,61.0,1793,5.4,5.44,3.32
49527,0.71,Very Good,D,SI2,59.7,60.0,2123,5.79,5.84,3.47
18907,1.11,Ideal,G,VS1,62.6,57.0,7758,6.64,6.59,4.14
12701,0.26,Good,E,VVS2,63.1,59.0,599,4.04,4.08,2.56
25143,2.29,Premium,G,SI2,60.1,58.0,13711,8.63,8.58,5.17
12840,1.04,Very Good,G,VS2,61.4,63.0,5353,6.51,6.55,4.01
2900,0.92,Premium,F,SI2,58.9,59.0,3282,6.38,6.35,3.75
50045,0.7,Very Good,I,VS2,61.8,59.0,2200,5.67,5.73,3.52
9706,0.32,Ideal,D,SI1,59.6,57.0,589,4.42,4.47,2.65
16747,1.33,Premium,F,SI2,59.9,58.0,6668,7.13,7.17,4.28
8034,0.91,Very Good,F,SI2,62.5,58.0,4334,6.1,6.16,3.83
31693,0.4,Ideal,I,VS2,61.7,57.0,770,4.73,4.77,2.93
23757,1.52,Good,H,VS1,63.5,60.0,11804,7.24,7.28,4.61
6997,1.0,Good,F,SI2,63.8,58.0,4155,6.33,6.28,4.02
47327,0.23,Very Good,D,VVS2,61.9,58.0,530,3.91,3.94,2.43
19631,1.03,Ideal,G,VVS1,62.0,56.0,8248,6.5,6.54,4.04
28696,0.32,Ideal,G,VS1,62.4,56.0,679,4.37,4.38,2.73
28344,0.33,Ideal,G,VS1,60.1,55.0,666,4.5,4.55,2.72
9363,0.32,Premium,D,SI1,61.5,59.0,589,4.39,4.42,2.71
26904,2.01,Very Good,H,SI1,62.6,59.0,16901,7.95,7.98,4.99
11152,1.01,Ideal,H,SI1,61.2,58.0,4943,6.42,6.49,3.95
32198,0.35,Premium,E,SI1,61.2,58.0,788,4.59,4.53,2.79
5775,1.01,Premium,I,SI2,62.1,59.0,3899,6.39,6.42,3.98
20644,1.1,Ideal,G,VVS2,62.0,56.0,8932,6.68,6.64,4.13
50977,0.31,Very Good,E,SI1,58.3,60.0,544,4.48,4.51,2.62
23780,1.2,Ideal,E,VVS2,62.2,57.0,11839,6.81,6.77,4.22
51012,0.74,Ideal,H,SI2,62.1,57.0,2327,5.75,5.81,3.59
33882,0.3,Ideal,E,VS2,61.5,56.0,844,4.33,4.29,2.65
7837,1.2,Very Good,I,SI1,63.1,61.0,4301,6.65,6.58,4.18
10708,1.11,Ideal,I,SI1,61.4,60.0,4849,6.61,6.65,4.07
43409,0.53,Ideal,D,SI2,60.4,57.0,1412,5.3,5.26,3.19
18217,1.0,Premium,G,VVS2,60.5,62.0,7392,6.44,6.39,3.88
24676,1.23,Ideal,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19
36581,0.34,Ideal,E,VVS1,61.0,57.0,946,4.53,4.55,2.77
14187,1.01,Good,G,VS2,58.9,61.0,5756,6.46,6.55,3.83
41068,0.51,Ideal,F,SI2,60.2,55.0,1191,5.19,5.24,3.14
46269,0.54,Ideal,E,VS2,60.5,56.0,1754,5.26,5.28,3.19
48968,0.34,Ideal,H,VS2,62.6,54.0,537,4.45,4.5,2.8
40605,0.24,Ideal,G,VVS2,61.2,56.0,498,3.99,4.02,2.45
46827,0.58,Ideal,E,VS2,62.3,54.0,1809,5.43,5.39,3.37
13442,1.06,Premium,H,VS2,60.7,59.0,5520,6.61,6.57,4.0
45028,0.54,Premium,G,VS2,62.7,58.0,1637,5.19,5.15,3.24
47748,0.54,Very Good,D,VS2,61.1,55.0,1892,5.24,5.37,3.24
25153,1.56,Ideal,G,SI1,60.4,56.0,13724,7.51,7.55,4.55
39650,0.55,Very Good,I,SI2,61.5,60.0,1087,5.23,5.25,3.22
20881,1.02,Premium,F,VVS2,62.9,59.0,9103,6.42,6.37,4.02
4055,0.35,Ideal,I,VS1,61.7,54.0,571,4.54,4.57,2.81
16849,1.0,Ideal,E,VS2,62.8,57.0,6720,6.37,6.34,3.99
14847,1.22,Very Good,I,VS2,63.3,57.0,5979,6.74,6.82,4.29
6925,0.91,Very Good,E,SI1,63.5,57.0,4138,6.11,6.07,3.87
18163,1.51,Ideal,I,SI2,61.2,58.0,7362,7.33,7.42,4.51
27472,1.78,Ideal,F,VS2,60.9,56.0,18128,7.85,7.88,4.79
52630,0.37,Premium,G,SI1,62.1,60.0,551,4.54,4.61,2.84
12052,0.34,Ideal,H,VS1,62.3,55.0,596,4.45,4.48,2.78
36105,0.42,Premium,F,SI1,60.6,61.0,926,4.87,4.83,2.94
51448,0.7,Ideal,E,SI2,60.5,56.0,2375,5.8,5.77,3.5
41239,0.33,Premium,D,VVS1,61.8,58.0,1207,4.43,4.4,2.73
47229,0.55,Ideal,D,SI1,60.9,57.0,1840,5.29,5.32,3.23
45612,0.51,Ideal,G,VS1,61.9,56.0,1691,5.12,5.16,3.18
39536,0.4,Premium,F,VS2,59.3,59.0,1080,4.83,4.79,2.85
52612,0.51,Ideal,E,VVS2,60.7,58.0,2545,5.19,5.17,3.14
36768,0.39,Premium,F,VS1,61.7,58.0,956,4.71,4.69,2.9
36260,0.43,Ideal,G,SI2,61.3,56.0,935,4.89,4.87,2.99
28082,0.32,Ideal,E,VS2,61.0,56.0,662,4.4,4.42,2.69
18359,1.5,Fair,D,SI2,68.8,57.0,7469,6.9,6.86,4.73
13707,1.09,Premium,H,VS2,62.6,56.0,5601,6.62,6.55,4.12
16270,1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22
43301,0.58,Ideal,F,SI1,62.3,54.0,1401,5.36,5.39,3.35
34334,0.3,Very Good,E,VVS1,62.6,56.0,862,4.26,4.27,2.67
17169,1.06,Ideal,D,VS2,62.5,54.0,6856,6.53,6.6,4.1
52687,0.58,Ideal,E,VVS2,62.1,56.0,2551,5.36,5.33,3.32
25139,1.62,Premium,G,VS2,62.3,58.0,13702,7.54,7.49,4.68
34744,0.41,Ideal,G,SI1,61.8,55.0,876,4.8,4.81,2.97
16705,0.3,Very Good,H,SI1,59.4,63.0,421,4.35,4.4,2.6
45964,0.24,Ideal,D,VVS2,61.0,57.0,526,4.03,4.07,2.47
16863,1.04,Good,F,VS2,63.7,58.0,6727,6.43,6.34,4.07
47739,0.7,Premium,I,SI2,62.4,58.0,1890,5.68,5.64,3.53
6191,1.01,Ideal,J,SI2,61.4,56.0,3997,6.44,6.47,3.97
30052,0.41,Premium,G,SI1,59.1,58.0,719,4.83,4.88,2.87
35967,0.31,Good,H,VS1,64.1,55.0,476,4.25,4.27,2.73
43328,0.54,Very Good,F,SI1,60.2,56.0,1404,5.28,5.39,3.21
24119,1.05,Ideal,F,VVS1,61.4,57.0,12273,6.51,6.53,4.0
9075,1.11,Ideal,H,SI2,61.3,60.0,4520,6.68,6.66,4.09
29899,0.3,Ideal,D,VS2,62.5,57.0,710,4.25,4.29,2.67
50563,0.71,Very Good,H,VS1,62.8,58.0,2277,5.67,5.7,3.57
27876,0.44,Ideal,H,SI2,62.3,54.0,654,4.89,4.93,3.06
4151,0.91,Premium,F,SI2,61.0,51.0,3546,6.24,6.21,3.8
40635,0.41,Ideal,E,VS1,62.3,57.0,1153,4.77,4.74,2.96
11565,1.09,Ideal,E,SI2,61.6,55.0,5035,6.6,6.64,4.08
16680,1.01,Good,E,VS2,63.4,60.0,6666,6.31,6.37,4.02
46343,0.5,Very Good,D,VS2,63.3,54.0,1758,5.07,5.04,3.2
51284,0.71,Ideal,I,VS2,62.3,58.0,2360,5.67,5.72,3.55
23490,1.5,Fair,E,SI1,56.2,58.0,11489,7.71,7.6,4.3
38958,0.31,Premium,I,VS1,59.2,60.0,489,4.4,4.45,2.62
4772,1.1,Ideal,F,I1,61.3,57.0,3690,6.68,6.62,4.08
17299,1.3,Ideal,I,VS1,62.1,57.0,6931,7.04,6.98,4.35
14775,1.01,Premium,G,VS2,61.8,59.0,5946,6.45,6.4,3.97
4366,1.01,Very Good,D,SI2,59.1,63.0,3605,6.54,6.59,3.88
129,0.91,Fair,H,SI2,64.4,57.0,2763,6.11,6.09,3.93
8133,1.01,Very Good,E,SI2,61.8,56.0,4355,6.42,6.5,3.99
45469,0.5,Ideal,E,VS2,62.9,55.0,1676,5.11,5.07,3.2
33876,0.3,Ideal,E,VS2,61.7,55.0,844,4.32,4.3,2.66
32998,0.38,Very Good,H,SI1,63.3,57.0,812,4.62,4.58,2.91
9954,1.0,Very Good,D,SI1,60.1,60.0,4697,6.47,6.55,3.91
46923,0.52,Ideal,G,VS1,61.8,55.0,1815,5.21,5.17,3.21
20852,2.25,Ideal,E,I1,61.4,54.0,9072,8.52,8.46,5.21
18552,1.21,Ideal,H,VS2,62.9,55.0,7562,6.8,6.75,4.26
14739,1.0,Ideal,E,SI1,62.9,56.0,5935,6.33,6.38,4.0
4364,0.9,Good,F,SI1,63.9,58.0,3604,6.12,6.08,3.9
18222,1.22,Premium,E,SI1,62.3,59.0,7395,6.8,6.74,4.22
21825,1.53,Very Good,H,VS1,59.5,63.0,9896,7.44,7.51,4.45
20999,1.54,Premium,J,VVS1,62.4,59.0,9215,7.36,7.38,4.6
38746,0.35,Ideal,G,IF,61.8,55.0,1044,4.54,4.56,2.81
26158,2.1,Very Good,I,SI1,59.9,61.0,15474,8.26,8.34,4.97
47278,0.51,Ideal,D,VS1,61.7,54.0,1845,5.15,5.12,3.17
10504,1.02,Ideal,E,SI2,62.1,55.0,4798,6.51,6.4,4.01
12537,1.09,Ideal,D,SI2,61.3,57.0,5267,6.64,6.67,4.08
12810,0.91,Very Good,D,SI1,62.0,59.0,5342,6.19,6.16,3.83
21814,1.18,Ideal,E,VS1,62.4,54.0,9886,6.79,6.74,4.22
32790,0.4,Ideal,G,VS2,62.6,56.0,804,4.69,4.74,2.95
7682,1.03,Premium,H,SI1,62.4,58.0,4274,6.5,6.42,4.03
18091,1.27,Very Good,I,VS2,59.2,60.0,7312,7.11,7.08,4.2
1052,0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88
4717,0.28,Very Good,F,VVS1,58.9,62.0,572,4.27,4.32,2.53
31770,0.32,Ideal,G,VS1,61.9,55.0,773,4.42,4.4,2.73
48726,0.52,Ideal,G,VVS2,61.5,56.0,2012,5.2,5.18,3.19
2333,0.76,Ideal,E,SI1,61.8,57.0,3170,5.84,5.87,3.62
20417,1.28,Ideal,G,VS2,62.2,57.0,8774,6.99,6.94,4.33
30955,0.32,Very Good,I,VS2,62.8,58.0,449,4.33,4.37,2.73
8508,1.35,Good,I,SI2,57.9,60.0,4423,7.33,7.29,4.23
51852,0.7,Very Good,F,SI1,63.2,57.0,2423,5.68,5.62,3.57
28879,0.31,Premium,D,SI1,60.6,59.0,684,4.39,4.35,2.65
38775,0.31,Ideal,E,VVS2,61.6,57.0,1046,4.37,4.33,2.68
270,0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55
20822,1.0,Premium,E,VVS2,61.6,59.0,9050,6.46,6.42,3.97
40980,0.41,Premium,D,VVS2,62.2,58.0,1181,4.8,4.78,2.98
11277,1.2,Premium,H,SI2,62.8,61.0,4973,6.7,6.62,4.18
31112,0.31,Very Good,F,VVS2,62.0,55.0,754,4.34,4.38,2.7
17790,1.0,Premium,E,VS2,61.3,58.0,7168,6.41,6.38,3.92
8432,1.13,Good,D,SI2,60.7,64.0,4406,6.68,6.63,4.0
18913,1.1,Premium,F,VS1,60.9,61.0,7762,6.7,6.64,4.06
256,1.05,Fair,J,SI2,65.8,59.0,2789,6.41,6.27,4.18
4217,1.0,Premium,G,SI1,60.0,60.0,3568,6.47,6.42,3.87
49963,0.3,Very Good,E,SI2,63.5,55.0,540,4.3,4.27,2.72
41688,0.5,Premium,E,SI2,59.5,59.0,1240,5.19,5.16,3.08
47538,0.63,Premium,G,VS2,61.5,57.0,1871,5.54,5.51,3.4
28586,0.3,Good,G,VS2,63.9,55.0,675,4.28,4.27,2.73
37646,0.44,Premium,G,SI1,61.1,59.0,990,4.9,4.86,2.98
